51 12
-0,050131 -0,008241 3,445993 1,268258 0,302626 3,423816 -1,344695 0,291209 3,327838 -0,034765 0,687323 3,507761
-0,080724 0,003308 3,425462 1,244953 0,272893 3,553425 -1,371692 0,299351 3,287871 -0,064991 0,694561 3,506659
-0,080177 0,000115 3,422944 1,244749 0,279818 3,447701 -1,359367 0,296428 3,263165 -0,057358 0,686105 3,480523
-0,081442 -0,002793 3,426608 1,238870 0,281781 3,424597 -1,360979 0,296078 3,270558 -0,049605 0,681439 3,454767
-0,078204 -0,001989 3,424751 1,234190 0,277728 3,420917 -1,353942 0,296492 3,247581 -0,061272 0,688460 3,493524
-0,078575 -0,006152 3,429265 1,248288 0,277879 3,502361 -1,365674 0,301309 3,281391 -0,064995 0,687152 3,506533
-0,080688 -0,002076 3,430103 1,237397 0,280037 3,443457 -1,347955 0,293530 3,249458 -0,049385 0,685118 3,454828
-0,078978 -0,001447 3,429895 1,242819 0,281217 3,469024 -1,371015 0,300554 3,292485 -0,057358 0,686105 3,480523
-0,080036 0,002421 3,434443 1,233701 0,288206 3,450446 -1,354501 0,296637 3,277447 -0,057358 0,686105 3,480523
-0,078081 -0,001151 3,430754 1,232055 0,283651 3,416782 -1,375519 0,299260 3,302717 -0,065211 0,690830 3,506607
-0,077494 0,001781 3,428433 1,237726 0,285824 3,438160 -1,354310 0,295855 3,272614 -0,049822 0,677742 3,454618
-0,078465 0,002814 3,424221 1,244533 0,279380 3,538329 -1,366187 0,297538 3,284895 -0,061272 0,688460 3,493524
